2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:32:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:02		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:03		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:04		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:05		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:06		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:07		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:08		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:09		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:10		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:10		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:10		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:10		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:10		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:10		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:11		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:11		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:11		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:11		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:11		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:11		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:24		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:25		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:26		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:27		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:28		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:28		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:28		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:28		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:28		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:28		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:29		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:30		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:31		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:32		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:33		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:33		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:33		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:33		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:34		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:34		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:34		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:34		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:35		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:35		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:36		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:36		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:36		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:37		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:37		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:37		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:37		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
